Institution,Faculty,Gender,Age,Level,Exposed_to_Content,Frequency,Content_Type,Awareness_Increased,Learned_Deforestation,Influenced_Views,Pay_Attention,Follow_Pages,Platforms_Used_Raw,Main_Platform,Interaction_Type,Pref_Instagram,Pref_Twitter,Pref_WhatsApp,Pref_YouTube,Changed_Behavior,Actions_Taken_Raw,Social_Media_Motivates,Conscious_Increase,Speak_More,Feel_Responsible,Effective_Factor,Suggestions
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,200 Level,Yes,Weekly,Videos/Documentaries,2,2,2,3,No,Instagram,Facebook,Share/Repost,4,4,5,2,No,None,5,3,1,2,Strong visuals,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,26–30,300 Level,Yes,Rarely,Campaign Flyers,2,4,4,1,Yes,Instagram,Facebook,I only view/read,4,4,5,3,No,None,2,2,3,3,Emotional storytelling,Collaborate with schools
University of Ibadan (UI),Renewable Natural Resources,Male,16–20,200 Level,Yes,Weekly,Images/Posters,4,2,5,3,No,Facebook,Twitter (X),Share/Repost,4,4,3,4,No,None,3,4,4,2,Simplicity and clarity,None
Lead City University (LCU),Law,Male,21–25,100 Level,Not sure,Not Applicable,None,3,3,3,3,No,TikTok,YouTube,I only view/read,3,3,4,5,No,None,3,2,2,2,Strong visuals,None
"The Polytechnic, Ibadan",Business,Female,16–20,100 Level,Yes,Weekly,Articles/Posts,4,4,3,3,Yes,Twitter (X),Facebook,Like & Comment,5,4,5,2,Yes,"Tree-planting, Joined Group",2,4,2,3,Strong visuals,Make it relatable
Lead City University (LCU),Management,Female,26–30,300 Level,Yes,Weekly,Images/Posters,5,4,5,5,Yes,Instagram,Facebook,Like only,4,2,5,5,No,None,5,5,3,2,Strong visuals,None
"The Polytechnic, Ibadan",Business,Female,21–25,100 Level,Yes,Weekly,Campaign Flyers,5,5,4,3,Yes,Facebook,YouTube,Like & Comment,4,2,4,2,No,None,1,5,2,4,Real-life statistics,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,Above 30,100 Level,Yes,Rarely,Campaign Flyers,4,5,2,3,No,Instagram,Facebook,I only view/read,5,2,5,3,No,None,3,1,2,2,Real-life statistics,More videos
"Federal College of Agriculture, Ibadan",Horticulture,Female,Above 30,400 Level,No,Not Applicable,None,3,3,3,3,No,Facebook,Facebook,Like & Comment,4,5,4,3,Yes,"Joined Group, Stopped Harmful Products",3,3,3,2,Emotional storytelling,Good job
University of Ibadan (UI),Arts,Male,21–25,200 Level,Yes,Rarely,Articles/Posts,3,5,3,2,Yes,Twitter (X),Facebook,Like only,4,4,3,4,No,None,5,4,2,4,Strong visuals,None
Lead City University (LCU),Management,Male,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,Instagram,Facebook,I only view/read,1,5,3,3,Yes,Donation,3,4,2,1,Simplicity and clarity,None
"The Polytechnic, Ibadan",Science,Female,21–25,200 Level,Yes,Rarely,Videos/Documentaries,2,3,4,3,Not sure,"Twitter (X), Instagram",Facebook,I only view/read,4,2,4,4,No,None,3,1,2,2,Strong visuals,Collaborate with schools
Lead City University (LCU),Applied Sciences,Female,21–25,200 Level,Yes,Weekly,Articles/Posts,5,3,4,4,No,Twitter (X),Facebook,Like only,4,1,3,5,Yes,Tree-planting,3,3,3,3,Strong visuals,None
"The Polytechnic, Ibadan",Business,Female,16–20,500 Level / Postgraduate,Yes,Weekly,Videos/Documentaries,4,5,4,2,No,WhatsApp,WhatsApp,I only view/read,4,5,4,4,No,None,5,3,4,5,Strong visuals,None
Lead City University (LCU),Law,Female,21–25,400 Level,Yes,Weekly,Infographics,5,4,3,2,Not sure,"Facebook, TikTok, WhatsApp, Twitter (X)",TikTok,Participate in Challenges/Campaigns,3,4,3,4,No,None,3,4,2,3,Emotional storytelling,Good job
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,100 Level,Yes,Rarely,Campaign Flyers,2,3,2,1,Yes,WhatsApp,Facebook,Participate in Challenges/Campaigns,4,3,4,4,No,None,2,3,2,2,Simplicity and clarity,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Male,16–20,300 Level,Yes,Daily,Articles/Posts,4,3,2,4,Yes,Instagram,Instagram,Like only,4,3,4,4,No,None,4,4,3,4,Strong visuals,None
University of Ibadan (UI),Social Sciences,Female,21–25,200 Level,Yes,Rarely,Articles/Posts,3,3,4,3,Not sure,Instagram,Facebook,Like & Comment,4,4,3,4,Yes,Tree-planting,3,4,4,2,Emotional storytelling,None
"The Polytechnic, Ibadan",Engineering,Prefer not to say,16–20,500 Level / Postgraduate,Yes,Rarely,Articles/Posts,4,3,3,2,Yes,"TikTok, Facebook",Twitter (X),Like only,4,2,5,3,No,None,2,3,3,3,Emotional storytelling,Good job
Lead City University (LCU),Law,Female,21–25,300 Level,Yes,Weekly,Images/Posters,5,4,4,5,No,"WhatsApp, Instagram, YouTube, TikTok",TikTok,Participate in Challenges/Campaigns,4,4,4,3,Yes,Shared Content,4,3,4,3,Simplicity and clarity,Collaborate with schools
Lead City University (LCU),Management,Male,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, Instagram, Facebook",Facebook,Share/Repost,4,3,3,4,No,None,3,3,3,2,Strong visuals,None
Lead City University (LCU),Law,Female,16–20,300 Level,Not sure,Not Applicable,None,3,3,3,3,No,"WhatsApp, Instagram",WhatsApp,Like only,3,2,4,4,Yes,Joined Group,1,2,2,3,Strong visuals,Collaborate with schools
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,200 Level,Yes,Rarely,Videos/Documentaries,5,2,2,3,Not sure,WhatsApp,Instagram,Like & Comment,3,4,5,4,Not sure,None,3,4,3,4,Real-life statistics,Collaborate with schools
University of Ibadan (UI),Renewable Natural Resources,Female,26–30,100 Level,Yes,Weekly,Images/Posters,4,4,5,5,Yes,"Facebook, Instagram",I do not engage,Like only,4,4,4,1,Yes,Shared Content,4,5,2,4,Simplicity and clarity,Good job
"Federal College of Agriculture, Ibadan",Agriculture,Male,16–20,300 Level,No,Not Applicable,None,3,3,3,3,No,Twitter (X),WhatsApp,Like only,3,4,5,3,No,None,4,3,4,2,Influencer promotion,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Female,16–20,100 Level,Yes,Rarely,Videos/Documentaries,3,3,3,3,No,"WhatsApp, Facebook",WhatsApp,Like & Comment,4,5,2,4,No,None,4,3,3,3,Strong visuals,None
"The Polytechnic, Ibadan",Business,Female,16–20,100 Level,Yes,Weekly,Videos/Documentaries,2,4,3,2,Yes,Facebook,Facebook,I only view/read,5,4,4,4,Yes,Tree-planting,4,4,3,1,Influencer promotion,None
"The Polytechnic, Ibadan",Science,Female,16–20,200 Level,Yes,Rarely,Articles/Posts,3,4,3,2,Yes,Instagram,Instagram,I only view/read,3,2,5,1,No,None,3,5,2,2,Simplicity and clarity,More videos
Lead City University (LCU),Management,Prefer not to say,26–30,400 Level,Yes,Weekly,Images/Posters,3,5,4,3,Yes,WhatsApp,I do not engage,Like & Comment,3,4,3,4,No,None,2,5,3,5,Real-life statistics,More videos
Lead City University (LCU),Management,Female,21–25,100 Level,Yes,Weekly,Campaign Flyers,5,3,4,3,Yes,"WhatsApp, Facebook, Instagram",Instagram,Like only,4,3,4,3,No,None,3,2,4,4,Simplicity and clarity,Make it relatable
"The Polytechnic, Ibadan",Engineering,Male,16–20,400 Level,Yes,Weekly,Videos/Documentaries,4,4,4,3,No,"Instagram, WhatsApp",I do not engage,Participate in Challenges/Campaigns,4,4,3,4,Yes,Stopped Harmful Products,2,5,2,4,Simplicity and clarity,Collaborate with schools
Lead City University (LCU),Management,Male,16–20,500 Level / Postgraduate,Yes,Weekly,Campaign Flyers,5,5,3,4,Not sure,Facebook,Facebook,I only view/read,5,3,4,3,No,None,3,5,3,4,Strong visuals,None
"The Polytechnic, Ibadan",Engineering,Female,16–20,500 Level / Postgraduate,Yes,Rarely,Articles/Posts,2,3,2,2,No,"Instagram, TikTok",Facebook,Like only,3,3,4,2,No,None,3,3,1,2,Simplicity and clarity,Collaborate with schools
Lead City University (LCU),Management,Female,16–20,300 Level,No,Not Applicable,None,3,3,3,3,No,Twitter (X),Instagram,Like only,3,4,5,2,Yes,"Donation, Tree-planting",2,1,1,1,Strong visuals,None
Lead City University (LCU),Law,Female,16–20,400 Level,Yes,Weekly,Videos/Documentaries,4,3,5,4,No,WhatsApp,WhatsApp,I only view/read,5,3,4,2,Yes,Joined Group,2,4,3,4,Influencer promotion,Good job
University of Ibadan (UI),Social Sciences,Female,16–20,100 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,WhatsApp,Like only,4,3,3,3,Yes,Shared Content,4,5,4,4,Simplicity and clarity,None
"The Polytechnic, Ibadan",Engineering,Male,21–25,400 Level,Yes,Rarely,Articles/Posts,3,4,2,3,No,"Facebook, WhatsApp",Instagram,Like & Comment,5,4,3,4,No,None,1,4,2,3,Strong visuals,None
"The Polytechnic, Ibadan",Business,Female,26–30,300 Level,Yes,Weekly,Videos/Documentaries,4,2,4,3,No,TikTok,Facebook,I only view/read,5,3,5,3,Yes,Joined Group,4,3,4,3,Real-life statistics,None
"The Polytechnic, Ibadan",Business,Male,21–25,200 Level,Yes,Weekly,Infographics,4,3,3,4,Not sure,Facebook,Instagram,Share/Repost,4,4,2,4,No,None,5,4,3,5,Simplicity and clarity,None
"The Polytechnic, Ibadan",Science,Female,16–20,300 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, Facebook",WhatsApp,I only view/read,2,3,4,4,Yes,"Joined Group, Donation",4,2,3,3,Strong visuals,Collaborate with schools
"Federal College of Agriculture, Ibadan",Horticulture,Male,16–20,300 Level,Yes,Rarely,Videos/Documentaries,4,4,3,2,Yes,Facebook,YouTube,Participate in Challenges/Campaigns,4,3,4,4,No,None,2,4,3,5,Emotional storytelling,Collaborate with schools
Lead City University (LCU),Applied Sciences,Female,16–20,300 Level,Yes,Daily,Articles/Posts,5,5,5,5,Yes,Twitter (X),Twitter (X),Like & Comment,3,3,3,3,No,None,3,5,5,4,Real-life statistics,Good job
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,100 Level,Yes,Rarely,Images/Posters,3,4,4,3,Yes,Instagram,Instagram,I only view/read,3,5,4,2,Yes,Shared Content,3,4,3,5,Emotional storytelling,Collaborate with schools
"Federal College of Agriculture, Ibadan",Horticulture,Male,21–25,300 Level,Yes,Rarely,Images/Posters,2,5,2,2,No,"WhatsApp, Instagram",Facebook,Like only,5,4,4,3,Yes,"Tree-planting, Donation",2,1,2,3,Emotional storytelling,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,16–20,300 Level,Yes,Rarely,Images/Posters,4,5,3,3,Yes,"Twitter (X), Facebook, Instagram",TikTok,Like only,4,2,4,3,No,None,3,4,2,3,Real-life statistics,Make it relatable
"Federal College of Agriculture, Ibadan",Horticulture,Female,26–30,300 Level,Not sure,Not Applicable,None,3,3,3,3,No,WhatsApp,Instagram,Share/Repost,3,2,5,3,Yes,Shared Content,2,4,3,4,Strong visuals,More videos
University of Ibadan (UI),Arts,Male,21–25,100 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,TikTok,Like only,4,3,4,4,No,None,2,5,2,2,Real-life statistics,None
"The Polytechnic, Ibadan",Engineering,Male,16–20,300 Level,Yes,Weekly,Campaign Flyers,3,4,3,2,Yes,Instagram,Facebook,I only view/read,5,4,4,3,No,None,3,3,4,4,Strong visuals,None
University of Ibadan (UI),Renewable Natural Resources,Female,16–20,300 Level,Not sure,Not Applicable,None,3,3,3,3,No,"Facebook, WhatsApp, YouTube",WhatsApp,Share/Repost,3,2,5,2,Yes,"Donation, Shared Content",5,2,4,3,Influencer promotion,None
"The Polytechnic, Ibadan",Science,Female,21–25,100 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, Facebook, Twitter (X)",YouTube,Share/Repost,2,4,4,4,Not sure,None,3,3,2,2,Real-life statistics,Collaborate with schools
University of Ibadan (UI),Renewable Natural Resources,Female,16–20,100 Level,No,Not Applicable,None,3,3,3,3,No,"Instagram, Facebook",WhatsApp,I only view/read,3,5,3,4,No,None,2,3,1,3,Strong visuals,None
Lead City University (LCU),Management,Female,16–20,400 Level,Yes,Weekly,Videos/Documentaries,3,4,1,4,No,WhatsApp,I do not engage,I only view/read,3,2,4,3,No,None,2,4,3,3,Real-life statistics,None
University of Ibadan (UI),Science,Female,16–20,200 Level,Yes,Daily,Videos/Documentaries,3,5,4,5,No,Twitter (X),Instagram,Like only,4,5,5,4,No,None,4,5,4,3,Strong visuals,None
University of Ibadan (UI),Social Sciences,Female,16–20,300 Level,Yes,Daily,Campaign Flyers,5,5,5,4,Yes,WhatsApp,Instagram,I only view/read,5,3,3,5,No,None,3,5,5,5,Strong visuals,None
"The Polytechnic, Ibadan",Science,Female,21–25,100 Level,Yes,Weekly,Infographics,5,4,2,4,Yes,Instagram,Facebook,Share/Repost,5,2,4,5,No,None,3,5,3,3,Simplicity and clarity,None
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,300 Level,Yes,Rarely,Campaign Flyers,3,4,2,2,No,"Instagram, WhatsApp",Facebook,I only view/read,4,2,3,1,No,None,4,5,3,2,Simplicity and clarity,None
University of Ibadan (UI),Arts,Female,16–20,300 Level,Yes,Weekly,Images/Posters,4,5,5,5,Yes,WhatsApp,Instagram,I only view/read,4,3,4,3,No,None,3,5,5,3,Simplicity and clarity,More videos
Lead City University (LCU),Law,Male,26–30,200 Level,Yes,Rarely,Videos/Documentaries,4,2,3,3,No,Twitter (X),WhatsApp,Like & Comment,5,2,5,4,Yes,"Shared Content, Tree-planting",1,3,3,2,Simplicity and clarity,Make it relatable
"The Polytechnic, Ibadan",Business,Male,21–25,100 Level,No,Not Applicable,None,3,3,3,3,No,Facebook,YouTube,I only view/read,4,3,5,2,No,None,5,4,4,4,Real-life statistics,Good job
"The Polytechnic, Ibadan",Science,Male,21–25,300 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, TikTok, Twitter (X)",Instagram,Like only,4,4,3,3,Not sure,None,3,4,1,5,Emotional storytelling,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,26–30,100 Level,Not sure,Not Applicable,None,3,3,3,3,No,"WhatsApp, Instagram",Twitter (X),Participate in Challenges/Campaigns,4,5,4,4,No,None,4,3,2,1,Emotional storytelling,Good job
University of Ibadan (UI),Arts,Male,26–30,200 Level,Yes,Rarely,Infographics,5,3,4,3,Not sure,WhatsApp,Facebook,Share/Repost,4,3,4,5,No,None,1,4,2,2,Strong visuals,Good job
"The Polytechnic, Ibadan",Engineering,Male,16–20,300 Level,Yes,Daily,Videos/Documentaries,4,3,5,3,No,"Instagram, WhatsApp, Facebook",Facebook,Like & Comment,4,3,5,4,No,None,5,4,4,4,Influencer promotion,Make it relatable
"The Polytechnic, Ibadan",Science,Female,21–25,500 Level / Postgraduate,Yes,Weekly,Articles/Posts,4,3,3,2,No,"Twitter (X), WhatsApp",Facebook,Participate in Challenges/Campaigns,4,2,5,3,No,None,2,3,4,5,Strong visuals,None
University of Ibadan (UI),Social Sciences,Male,Above 30,100 Level,No,Not Applicable,None,3,3,3,3,No,Facebook,Facebook,Like only,5,2,5,5,No,None,3,4,3,1,Influencer promotion,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,100 Level,Yes,Daily,Videos/Documentaries,5,4,5,2,Yes,"WhatsApp, Instagram",WhatsApp,I only view/read,5,2,5,3,Yes,Tree-planting,3,4,2,3,Strong visuals,None
University of Ibadan (UI),Social Sciences,Male,21–25,200 Level,Yes,Daily,Videos/Documentaries,3,5,4,4,No,Facebook,WhatsApp,Like only,3,3,5,5,No,None,4,5,3,5,Strong visuals,Collaborate with schools
Lead City University (LCU),Applied Sciences,Female,16–20,300 Level,Yes,Weekly,Videos/Documentaries,3,3,3,2,No,WhatsApp,Instagram,I only view/read,4,2,4,2,No,None,3,5,4,2,Emotional storytelling,More videos
Lead City University (LCU),Law,Male,21–25,200 Level,Yes,Rarely,Images/Posters,3,4,2,2,Yes,"Twitter (X), YouTube",WhatsApp,Like only,4,2,4,4,No,None,5,2,1,4,Strong visuals,Make it relatable
"Federal College of Agriculture, Ibadan",Horticulture,Male,16–20,200 Level,Yes,Weekly,Infographics,3,3,3,3,No,"TikTok, Instagram, Facebook",Twitter (X),I only view/read,4,2,5,4,Not sure,None,4,4,2,4,Strong visuals,None
"The Polytechnic, Ibadan",Engineering,Male,26–30,400 Level,Yes,Weekly,Videos/Documentaries,4,3,4,4,Yes,Facebook,WhatsApp,Share/Repost,5,2,4,3,No,None,4,4,3,1,Real-life statistics,None
"The Polytechnic, Ibadan",Business,Male,16–20,200 Level,Yes,Daily,Infographics,5,5,5,2,Yes,Facebook,WhatsApp,Participate in Challenges/Campaigns,3,2,4,3,No,None,4,5,5,4,Strong visuals,None
"Federal College of Agriculture, Ibadan",Horticulture,Male,16–20,200 Level,Yes,Rarely,Videos/Documentaries,4,2,5,3,Yes,WhatsApp,YouTube,Like only,3,2,2,4,Not sure,None,3,3,2,2,Simplicity and clarity,More videos
"The Polytechnic, Ibadan",Science,Male,16–20,200 Level,Yes,Rarely,Images/Posters,4,4,3,3,No,Facebook,Instagram,Share/Repost,4,5,5,4,Yes,Tree-planting,4,3,2,2,Strong visuals,Good job
University of Ibadan (UI),Social Sciences,Male,21–25,200 Level,Yes,Rarely,Campaign Flyers,3,1,3,1,Yes,Facebook,Instagram,Like only,3,4,4,3,No,None,3,2,4,3,Simplicity and clarity,None
Lead City University (LCU),Law,Male,16–20,100 Level,No,Not Applicable,None,3,3,3,3,No,"Facebook, TikTok, WhatsApp",Facebook,I only view/read,5,2,5,4,No,None,5,4,3,2,Strong visuals,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,400 Level,Yes,Weekly,Articles/Posts,3,4,2,2,Yes,"Instagram, Facebook",TikTok,Share/Repost,4,2,3,3,No,None,3,4,2,5,Strong visuals,Collaborate with schools
University of Ibadan (UI),Science,Female,26–30,100 Level,Yes,Daily,Campaign Flyers,5,4,5,5,Yes,"Instagram, Facebook",WhatsApp,I only view/read,3,2,4,3,Yes,Joined Group,4,5,4,5,Influencer promotion,None
Lead City University (LCU),Management,Female,21–25,100 Level,Yes,Weekly,Videos/Documentaries,5,4,3,5,Yes,WhatsApp,TikTok,I only view/read,3,3,4,4,Yes,Donation,3,4,5,4,Strong visuals,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,21–25,300 Level,Yes,Rarely,Images/Posters,3,4,1,2,Yes,TikTok,Facebook,Participate in Challenges/Campaigns,3,2,4,3,No,None,3,5,4,2,Strong visuals,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,200 Level,Yes,Daily,Campaign Flyers,5,5,4,3,No,WhatsApp,Facebook,I only view/read,2,3,5,4,No,None,5,3,2,4,Strong visuals,Make it relatable
"Federal College of Agriculture, Ibadan",Horticulture,Female,21–25,300 Level,Yes,Weekly,Campaign Flyers,4,5,4,5,Not sure,YouTube,Facebook,Like only,4,4,5,4,No,None,3,5,1,3,Real-life statistics,None
University of Ibadan (UI),Science,Male,21–25,500 Level / Postgraduate,Yes,Weekly,Images/Posters,5,4,4,3,Yes,TikTok,WhatsApp,I only view/read,4,3,5,3,No,None,4,5,4,4,Strong visuals,None
Lead City University (LCU),Management,Male,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,"Instagram, Facebook",Instagram,Like only,4,4,4,2,Yes,"Donation, Stopped Harmful Products",3,5,4,3,Simplicity and clarity,More videos
Lead City University (LCU),Management,Female,16–20,100 Level,Yes,Daily,Images/Posters,5,5,4,4,No,WhatsApp,TikTok,I only view/read,4,5,4,2,Yes,Shared Content,5,3,4,3,Influencer promotion,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,200 Level,Yes,Weekly,Images/Posters,5,3,3,2,Yes,"Twitter (X), WhatsApp",YouTube,Like & Comment,4,3,5,2,Not sure,None,3,2,4,4,Simplicity and clarity,Good job
University of Ibadan (UI),Social Sciences,Female,21–25,200 Level,Yes,Rarely,Images/Posters,3,2,3,3,Yes,"Instagram, WhatsApp, Facebook",TikTok,Like only,5,4,5,3,Yes,"Stopped Harmful Products, Shared Content",4,3,2,1,Strong visuals,Good job
University of Ibadan (UI),Arts,Male,16–20,400 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,Instagram,I only view/read,5,3,5,4,No,None,5,4,5,4,Real-life statistics,Collaborate with schools
"Federal College of Agriculture, Ibadan",Horticulture,Male,16–20,500 Level / Postgraduate,Yes,Daily,Articles/Posts,3,4,5,3,No,"WhatsApp, Facebook, TikTok, Instagram",I do not engage,Like only,2,5,4,5,No,None,3,5,4,3,Real-life statistics,None
University of Ibadan (UI),Renewable Natural Resources,Female,21–25,100 Level,Yes,Weekly,Articles/Posts,4,5,2,5,Yes,Instagram,WhatsApp,Like only,4,4,4,5,No,None,3,3,4,5,Strong visuals,None
University of Ibadan (UI),Science,Male,16–20,300 Level,No,Not Applicable,None,3,3,3,3,No,Facebook,YouTube,Participate in Challenges/Campaigns,4,3,4,4,No,None,4,2,4,2,Simplicity and clarity,None
Lead City University (LCU),Law,Female,16–20,200 Level,No,Not Applicable,None,3,3,3,3,No,"TikTok, WhatsApp",Twitter (X),Like & Comment,5,4,4,4,No,None,3,3,2,4,Strong visuals,None
"The Polytechnic, Ibadan",Engineering,Male,26–30,500 Level / Postgraduate,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, YouTube",TikTok,I only view/read,3,2,4,4,Yes,Stopped Harmful Products,4,3,5,2,Strong visuals,More videos
Lead City University (LCU),Law,Female,16–20,400 Level,Yes,Weekly,Videos/Documentaries,4,4,3,4,Yes,"WhatsApp, Instagram",Facebook,Share/Repost,5,2,4,5,No,None,3,2,2,3,Strong visuals,More videos
"Federal College of Agriculture, Ibadan",Horticulture,Female,21–25,100 Level,No,Not Applicable,None,3,3,3,3,No,Twitter (X),TikTok,Like & Comment,3,3,5,4,No,None,1,3,2,4,Strong visuals,None
University of Ibadan (UI),Social Sciences,Male,16–20,300 Level,Yes,Daily,Campaign Flyers,5,4,2,4,Yes,WhatsApp,Twitter (X),I only view/read,5,3,3,4,No,None,4,5,2,4,Strong visuals,Good job
"Federal College of Agriculture, Ibadan",Horticulture,Male,21–25,200 Level,Yes,Daily,Articles/Posts,5,5,5,5,No,"Facebook, WhatsApp",WhatsApp,Participate in Challenges/Campaigns,4,3,5,4,No,None,2,4,3,5,Simplicity and clarity,Good job
Lead City University (LCU),Management,Male,21–25,200 Level,Yes,Weekly,Videos/Documentaries,4,5,3,1,Not sure,"Instagram, Facebook, WhatsApp",I do not engage,Like & Comment,5,3,4,4,No,None,4,4,4,4,Strong visuals,Collaborate with schools
University of Ibadan (UI),Arts,Female,21–25,200 Level,Yes,Rarely,Images/Posters,3,4,2,3,Yes,Twitter (X),Instagram,I only view/read,3,4,5,4,No,None,3,3,2,2,Emotional storytelling,None
